,label,Width [mm],Cumulative Width [mm],x [px],y [px]
3,2002,24.276034850704505,42.069917134994654,1901.612182083266,1323.8374642259305
4,2003,20.576868347218614,62.64678548221327,2028.0017333138032,1300.0669522972514
5,2004,13.63778496791312,76.28457045012638,2111.769267458818,1284.312507802088
6,2005,12.987280430166905,89.27185088029329,2191.541199590357,1269.309529740652
7,2006,8.251658026236818,97.52350890653011,2242.22546005436,1259.777168827697
8,2007,12.561797373030672,110.08530627956078,2319.3839423771037,1245.2657111431442
9,2008,5.840855154312906,115.92616143387369,2355.2602987448095,1238.5183230189427
10,2009,5.873927903369937,121.80008933724362,2391.3397982653382,1231.7327290724213
11,2010,8.290838657431713,130.09092799467533,2442.2647184016537,1222.1551064779767
12,2011,8.642675741833846,138.73360373650917,2495.3507317837184,1212.171039740983
13,2012,5.611483444809661,144.34508718131883,2529.818215482371,1205.688623082062
14,2013,10.248770203138585,154.5938573844574,2592.769362604556,1193.8491871554124
15,2014,11.39328717846033,165.98714456291773,2662.75049040435,1180.687598899488
16,2015,9.535368690749296,175.52251325366703,2721.319702653036,1169.6722883389552
17,2016,6.480248606679593,182.00276186034662,2761.123413277994,1162.1862693682062
18,2017,6.781303048148719,188.78406490849534,2802.7762942971626,1154.3524706444175
19,2018,3.5060360739326524,192.290100982428,2824.3114627448103,1150.302278413438
20,2019,1.690403351979019,193.98050433440702,2834.6944480198317,1148.3495151277689
21,2020,1.8162475957050617,195.79675193011207,2845.850407939055,1146.2513758769057
22,2021,1.3819605728515518,197.1787125029636,2854.3388413427033,1144.6549273927333
23,2022,2.333223496926003,199.5119359998896,2868.670228690909,1141.9595747263277
