,label,Width [mm],Cumulative Width [mm],x [px],y [px]
3,2002,30.30818159421267,50.74139072884658,1266.9001377410468,1421.681818181818
4,2003,29.114848919960245,79.85623964880682,1087.8438168832913,1421.681818181818
5,2004,13.445791621977143,93.30203127078397,1005.1521984081319,1421.681818181818
6,2005,13.973100415306895,107.27513168609087,919.2176308539945,1421.681818181818
7,2006,9.760562153031898,117.03569383912277,859.1901736128483,1421.681818181818
8,2007,16.87141925402618,133.90711309314895,755.4309452005873,1421.681818181818
9,2008,9.161443417686044,143.06855651083498,699.0880681818181,1421.681818181818
10,2009,8.214663243089431,151.2832197539244,648.5678892368181,1421.681818181818
11,2010,10.538699233043207,161.82191898696763,583.7548889536024,1421.681818181818
12,2011,7.678798357270848,169.50071734423847,536.5302790563867,1421.681818181818
13,2012,6.101799849157051,175.60251719339553,499.0042099840708,1421.681818181818
14,2013,8.943946197566712,184.54646339096223,443.99894086903555,1421.681818181818
15,2014,10.19462852330503,194.74109191426726,381.3019754507096,1421.681818181818
16,2015,9.350660551829797,204.09175246609706,323.79541305695636,1421.681818181818
17,2016,6.02961403962108,210.12136650571813,286.7132867132867,1421.681818181818
18,2017,7.049860708397294,217.17122721411542,243.35664335664336,1421.681818181818
19,2018,5.582509222638065,222.75373643675348,209.02421163741926,1421.681818181818
20,2019,6.291539520581602,229.0452759573351,170.3312435858424,1421.681818181818
21,2020,2.6830842438739517,231.72836020120906,153.8302754860176,1421.681818181818
22,2021,2.905278954254016,234.63363915546307,135.9628099173554,1421.681818181818
23,2022,1.8764796787491478,236.51011883421222,124.42245989304814,1421.681818181818
