,label,Width [mm],Cumulative Width [mm],x [px],y [px]
3,2002,25.394069597025013,40.98670271417976,1302.5,1421.8944670434923
4,2003,21.765820638741875,62.75252335292164,1175.1711008691161,1422.4360080968795
5,2004,15.414002804639331,78.16652615756098,1085.0,1422.8195137525718
6,2005,11.190628145556834,89.35715430311781,1019.5354174323841,1423.097940403907
7,2006,11.713272447638383,101.0704267507562,951.0133933501293,1423.3893706240299
8,2007,16.809952543763227,117.88037929451943,852.6760603653117,1423.8076079861323
9,2008,9.546148967848747,127.42652826236818,796.831593979694,1424.04511943372
10,2009,7.549062038489205,134.9755903008574,752.6699804671453,1424.2329426762367
11,2010,10.855132626149038,145.83072292700643,689.168028937364,1424.5030220844333
12,2011,7.557703085006562,153.38842601201299,644.955865759877,1424.6910603191395
13,2012,11.336156390945801,164.7245824029588,578.6399506564759,1424.9731077629372
14,2013,9.224301814014561,173.94888421697334,524.6782730922074,1425.2026115433841
15,2014,10.717744021965201,184.66662823893853,461.98003762782093,1425.4692726761723
16,2015,13.34652412574347,198.01315236468199,383.90357764221073,1425.801338756017
17,2016,7.440179280234965,205.45333164491694,340.3789225045816,1425.9864529583108
18,2017,4.761674845520625,210.21500649043756,312.5233765932923,1426.1049250552066
19,2018,3.6914763556017425,213.9064828460393,290.92843522499726,1426.1967702480595
20,2019,6.220604665587391,220.12708751162668,254.53822705669793,1426.3515410172954
21,2020,3.7381934518263833,223.86528096345307,232.66999314723918,1426.4445485474623
22,2021,5.055978999726784,228.92125996317986,203.09278350515464,1426.5703430322585
23,2022,2.901839269038588,231.82309923221845,186.11717731441973,1426.6425417846326
