,label,Width [mm],Cumulative Width [mm],x [px],y [px]
3,2002,28.324868912248768,45.883373237867076,1678.3720608575381,1655.0
4,2003,23.80970047305168,69.69307371091875,1699.45984761173,1802.3088871814573
5,2004,14.606855069523192,84.29992878044195,1712.3968539047796,1892.6804383879771
6,2005,13.998474218922984,98.29840299936492,1724.7950291588872,1979.2879814673952
7,2006,9.949531115846932,108.24793411521186,1733.607134574184,2040.8450077017887
8,2007,14.319655372534207,122.56758948774606,1746.2897737040337,2129.4396752465345
9,2008,7.737717061653999,130.30530654940006,1753.14291860374,2177.3123686039044
10,2009,6.545709725761987,136.85101627516204,1758.940325883514,2217.8101991669637
11,2010,13.554948033003104,150.40596430816515,1770.9456786559126,2301.673677953862
12,2011,7.570537676262047,157.9765019844272,1777.650756038649,2348.5120445984853
13,2012,10.014652969820432,167.99115495424763,1786.5205386083137,2410.471975012664
14,2013,13.780843719704942,181.77199867395257,1798.7259627791427,2495.733054003093
15,2014,9.614391047874795,191.38638972182736,1807.2412411808373,2555.216592983047
16,2015,11.951436044171478,203.33782576599884,1817.8263946980394,2629.1592595814736
17,2016,7.2315926158590615,210.5694183818579,1824.2312750596814,2673.9005977599
18,2017,6.75509204060215,217.32451042246004,1830.2141281669008,2715.6938614943883
19,2018,7.011858335068732,224.33636875752876,1836.4243941670081,2759.075719640066
20,2019,5.306981715038143,229.6433504725669,1841.1246842375106,2791.9096299876333
21,2020,2.709898406661372,232.3532488792283,1843.524788337513,2808.6755745702585
22,2021,3.01162557980752,235.3648744590358,1846.1921263026557,2827.3082832543
23,2022,3.872233186304123,239.23710764533993,1849.6216876189649,2851.2655086812715
