,label,Width [mm],Cumulative Width [mm],x [px],y [px]
3,2002,25.323099011684377,38.561362723574604,1477.5799736254983,1750.3722841036954
4,2003,12.996268961410351,51.557631684984955,1475.2332737106458,1836.7656068949316
5,2004,15.09810404802115,66.65573573300611,1472.5070513164242,1937.1309794822046
6,2005,13.488054932412943,80.14379066541906,1470.0715509851057,2026.7934731611151
7,2006,9.728390180490173,89.87218084590924,1468.3149227962003,2091.4634146341464
8,2007,13.41344987134441,103.28563071725365,1465.8928936919685,2180.629967582537
9,2008,8.057926444881755,111.34355716213541,1464.4378964648229,2234.1954210559747
10,2009,7.832079545595204,119.17563670773062,1463.0236797802236,2286.2595464075184
11,2010,10.25634252022431,129.43197922795494,1461.171720714866,2354.439076443273
12,2011,6.243665834753133,135.67564506270807,1460.0443194486804,2395.9441452798833
13,2012,7.384783536125936,143.060428598834,1458.710869752703,2445.0348489021558
14,2013,11.678512774301597,154.7389413731356,1456.602113384669,2522.6683240808907
15,2014,10.420300491764976,165.15924186490057,1454.720548887245,2591.9377726156827
16,2015,10.494880619996353,175.65412248489693,1452.8255176647874,2661.7029961387607
17,2016,8.040944280199787,183.69506676509673,1451.3735868595918,2715.15555985596
18,2017,6.17024173809579,189.86530850319252,1450.259443577054,2756.1725384797555
19,2018,3.8113517607708163,193.67666026396333,1449.571238456105,2781.508682562102
20,2019,2.9443744503661873,196.6210347143295,1449.0395810017628,2801.081553288621
21,2020,1.989602011214662,198.61063672554417,1448.680324134721,2814.307528319712
22,2021,3.446437238791472,202.05707396433564,1448.0580106077518,2837.21788557184
23,2022,2.948870002634556,205.0059439669702,1447.525541404118,2856.820640698212
