,label,Width [mm],Cumulative Width [mm],x [px],y [px]
3,2002,23.327262456424616,37.84896910216015,1302.5,1419.5168105178643
4,2003,20.054393497215507,57.903362599375654,1175.1727416150927,1421.6661927800424
5,2004,14.20245488680186,72.10581748617751,1085.0,1423.188378161381
6,2005,10.304780994108787,82.4105984802863,1019.5739619391157,1424.2928201125894
7,2006,10.809677191936592,93.22027567222288,950.9422897289213,1425.4513756390602
8,2007,15.468725026374578,108.68900069859745,852.7298781398224,1427.109276846335
9,2008,8.699223073205655,117.38822377180311,797.4976805595866,1428.0416389130748
10,2009,7.0245630853698895,124.412786857173,752.8980590783306,1428.7945148999422
11,2010,10.018003137895295,134.4307899950683,689.2928009977651,1429.8682206816716
12,2011,6.850181658368611,141.2809716534369,645.8003438401972,1430.6024068813808
13,2012,10.345792779255463,151.62676443269237,580.1139180410888,1431.7112443783108
14,2013,8.55797597919123,160.1847404118836,525.7785117419351,1432.628467917002
15,2014,10.017561454149282,170.20230186603288,462.1760579536291,1433.7021263601164
16,2015,12.364458926110386,182.56676079214327,383.67292811861205,1435.027319699965
17,2016,6.664797312895855,189.2315581050391,341.35749386427005,1435.741636845848
18,2017,4.53685417406443,193.76841227910353,312.5525736977263,1436.2278861003656
19,2018,3.318221525808367,197.08663380491188,291.4848685261076,1436.5835252021186
20,2019,5.857936839422537,202.94457064433442,254.29226842782077,1437.2113649588962
21,2020,3.137715284501358,206.08228592883577,234.37061461049396,1437.547657830441
22,2021,4.926344450374764,211.00863037921053,203.09278350515464,1438.075651727663
23,2022,2.585876208924713,213.59450658813523,186.67480864838038,1438.3527997978063
