,label,Width [mm],Cumulative Width [mm],x [px],y [px]
3,2002,24.999869652977967,41.475764204144994,1590.526805956865,1109.0923161410133
4,2003,21.489572158696674,62.96533636284167,1564.2832731053763,972.991681723656
5,2004,13.262984411404753,76.22832077424643,1548.0862281135512,888.9927738194242
6,2005,12.513979330570526,88.74230010481695,1532.8038844149694,809.7375651350071
7,2006,6.667044089032842,95.40934419384979,1524.6619451859908,767.5129492373543
8,2007,11.37131334132571,106.7806575351755,1510.7750500429024,695.4946257228646
9,2008,6.228450075699686,113.00910761087518,1503.1687313610605,656.047772128969
10,2009,7.559593593505504,120.56870120438069,1493.9367912670473,608.1703422566802
11,2010,7.76472982501072,128.33343102939142,1484.4543343460452,558.9937161489491
12,2011,4.7690277277650805,133.1024587571565,1478.6302939733935,528.7898714884066
13,2012,6.598532402488913,139.7009911596454,1470.5720227059383,486.99916297312376
14,2013,12.346010788715681,152.0470019483611,1455.4948058434625,408.8077551377781
15,2014,10.788946744359745,162.83594869272085,1442.3191094532492,340.4777536952785
16,2015,11.249088484735609,174.08503717745646,1428.5814779630387,269.23352100030996
17,2016,4.3970241259488425,178.4820613034053,1423.211736478845,241.3856993372863
18,2017,4.456340344138908,182.9384016475442,1417.7695567390547,213.16220826273184
19,2018,3.3706425752923677,186.30904422283658,1413.6532547251259,191.8148036004294
20,2019,3.864108383097581,190.17315260593415,1408.9343215353604,167.34211524194208
21,2020,2.105722468273557,192.27887507420772,1406.3627674641968,154.00587188993413
22,2021,3.2320439976659734,195.5109190718737,1402.415725047353,133.53625828857014
23,2022,2.7594989488898185,198.27041802076351,1399.0457649204582,116.05943023241244
